,Content ID,Type,Datetime,Content Type,Category,Sentiment,Score,Month,,,,
24600,16f8b629-5173-420f-9c8b-577313e9e128,worried,28-09-2020 17:09,video,healthy eating,negative,12,9,,,,
24601,16f8b629-5173-420f-9c8b-577313e9e128,love,21-11-2020 00:58,video,healthy eating,positive,65,11,,,,
24602,16f8b629-5173-420f-9c8b-577313e9e128,super love,14-12-2020 04:05,video,healthy eating,positive,75,12,,,,
24603,16f8b629-5173-420f-9c8b-577313e9e128,indifferent,03-02-2021 13:52,video,healthy eating,neutral,20,2,,,,
24604,16f8b629-5173-420f-9c8b-577313e9e128,scared,10-10-2020 09:01,video,healthy eating,negative,15,10,,,,
24605,16f8b629-5173-420f-9c8b-577313e9e128,love,28-07-2020 14:23,video,healthy eating,positive,65,7,,,,
24606,16f8b629-5173-420f-9c8b-577313e9e128,disgust,28-01-2021 11:18,video,healthy eating,negative,0,1,,,,
24607,16f8b629-5173-420f-9c8b-577313e9e128,cherish,25-09-2020 01:11,video,healthy eating,positive,70,9,,,,
24610,24f994fa-51d4-4e5e-bdac-79de67e7afbb,disgust,21-02-2021 10:07,video,food,negative,0,2,,,,
24611,24f994fa-51d4-4e5e-bdac-79de67e7afbb,cherish,14-08-2020 17:07,video,food,positive,70,8,,,,
24612,24f994fa-51d4-4e5e-bdac-79de67e7afbb,disgust,23-06-2020 08:36,video,food,negative,0,6,,,,
24613,24f994fa-51d4-4e5e-bdac-79de67e7afbb,like,24-09-2020 19:25,video,food,positive,50,9,,,,
24614,24f994fa-51d4-4e5e-bdac-79de67e7afbb,cherish,04-03-2021 03:07,video,food,positive,70,3,,,,
24615,24f994fa-51d4-4e5e-bdac-79de67e7afbb,intrigued,18-10-2020 20:38,video,food,positive,45,10,,,,
24616,24f994fa-51d4-4e5e-bdac-79de67e7afbb,disgust,19-03-2021 19:39,video,food,negative,0,3,,,,
24617,24f994fa-51d4-4e5e-bdac-79de67e7afbb,heart,27-12-2020 12:45,video,food,positive,60,12,,,,
24618,24f994fa-51d4-4e5e-bdac-79de67e7afbb,cherish,06-07-2020 08:14,video,food,positive,70,7,,,,
24620,24f994fa-51d4-4e5e-bdac-79de67e7afbb,disgust,18-06-2021 00:33,video,food,negative,0,6,,,,
24621,24f994fa-51d4-4e5e-bdac-79de67e7afbb,dislike,23-06-2020 23:39,video,food,negative,10,6,,,,
24622,24f994fa-51d4-4e5e-bdac-79de67e7afbb,super love,06-05-2021 05:56,video,food,positive,75,5,,,,
24623,24f994fa-51d4-4e5e-bdac-79de67e7afbb,cherish,06-01-2021 09:16,video,food,positive,70,1,,,,
24624,24f994fa-51d4-4e5e-bdac-79de67e7afbb,intrigued,10-12-2020 16:41,video,food,positive,45,12,,,,
24625,24f994fa-51d4-4e5e-bdac-79de67e7afbb,scared,24-09-2020 05:25,video,food,negative,15,9,,,,
24626,24f994fa-51d4-4e5e-bdac-79de67e7afbb,interested,12-04-2021 16:28,video,food,positive,30,4,,,,
24627,24f994fa-51d4-4e5e-bdac-79de67e7afbb,interested,03-03-2021 00:04,video,food,positive,30,3,,,,
24628,24f994fa-51d4-4e5e-bdac-79de67e7afbb,worried,16-03-2021 12:24,video,food,negative,12,3,,,,
24630,24f994fa-51d4-4e5e-bdac-79de67e7afbb,intrigued,12-07-2020 16:00,video,food,positive,45,7,,,,
24631,24f994fa-51d4-4e5e-bdac-79de67e7afbb,super love,30-08-2020 23:49,video,food,positive,75,8,,,,
24632,24f994fa-51d4-4e5e-bdac-79de67e7afbb,peeking,04-07-2020 19:57,video,food,neutral,35,7,,,,
24633,24f994fa-51d4-4e5e-bdac-79de67e7afbb,heart,31-03-2021 03:24,video,food,positive,60,3,,,,
24634,24f994fa-51d4-4e5e-bdac-79de67e7afbb,dislike,04-10-2020 04:43,video,food,negative,10,10,,,,
24635,24f994fa-51d4-4e5e-bdac-79de67e7afbb,super love,30-12-2020 09:30,video,food,positive,75,12,,,,
24636,24f994fa-51d4-4e5e-bdac-79de67e7afbb,scared,11-08-2020 21:05,video,food,negative,15,8,,,,
24637,24f994fa-51d4-4e5e-bdac-79de67e7afbb,heart,01-09-2020 12:52,video,food,positive,60,9,,,,
24638,24f994fa-51d4-4e5e-bdac-79de67e7afbb,worried,24-11-2020 21:39,video,food,negative,12,11,,,,
24640,24f994fa-51d4-4e5e-bdac-79de67e7afbb,cherish,13-05-2021 19:31,video,food,positive,70,5,,,,
24641,24f994fa-51d4-4e5e-bdac-79de67e7afbb,like,10-03-2021 11:23,video,food,positive,50,3,,,,
24642,24f994fa-51d4-4e5e-bdac-79de67e7afbb,disgust,31-07-2020 00:04,video,food,negative,0,7,,,,
24643,24f994fa-51d4-4e5e-bdac-79de67e7afbb,scared,24-12-2020 04:18,video,food,negative,15,12,,,,
24644,24f994fa-51d4-4e5e-bdac-79de67e7afbb,hate,12-03-2021 18:36,video,food,negative,5,3,,,,
24645,24f994fa-51d4-4e5e-bdac-79de67e7afbb,super love,14-08-2020 19:21,video,food,positive,75,8,,,,
24646,24f994fa-51d4-4e5e-bdac-79de67e7afbb,indifferent,08-02-2021 03:20,video,food,neutral,20,2,,,,
24647,24f994fa-51d4-4e5e-bdac-79de67e7afbb,hate,15-02-2021 09:16,video,food,negative,5,2,,,,
24648,24f994fa-51d4-4e5e-bdac-79de67e7afbb,adore,02-01-2021 07:59,video,food,positive,72,1,,,,
24650,24f994fa-51d4-4e5e-bdac-79de67e7afbb,interested,15-02-2021 20:57,video,food,positive,30,2,,,,
24651,24f994fa-51d4-4e5e-bdac-79de67e7afbb,indifferent,17-08-2020 20:14,video,food,neutral,20,8,,,,
24652,24f994fa-51d4-4e5e-bdac-79de67e7afbb,indifferent,20-10-2020 09:12,video,food,neutral,20,10,,,,
24653,24f994fa-51d4-4e5e-bdac-79de67e7afbb,worried,22-09-2020 21:28,video,food,negative,12,9,,,,
24654,24f994fa-51d4-4e5e-bdac-79de67e7afbb,hate,24-09-2020 23:41,video,food,negative,5,9,,,,
24655,24f994fa-51d4-4e5e-bdac-79de67e7afbb,heart,07-11-2020 11:29,video,food,positive,60,11,,,,
24656,24f994fa-51d4-4e5e-bdac-79de67e7afbb,love,04-11-2020 18:10,video,food,positive,65,11,,,,
24658,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,cherish,07-12-2020 20:15,GIF,animals,positive,70,12,,,,
24659,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,scared,07-10-2020 23:06,GIF,animals,negative,15,10,,,,
24660,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,love,12-10-2020 16:31,GIF,animals,positive,65,10,,,,
24661,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,indifferent,03-01-2021 12:44,GIF,animals,neutral,20,1,,,,
24662,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,dislike,23-09-2020 13:49,GIF,animals,negative,10,9,,,,
24663,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,scared,07-02-2021 16:53,GIF,animals,negative,15,2,,,,
24664,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,disgust,10-08-2020 08:10,GIF,animals,negative,0,8,,,,
24665,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,indifferent,13-05-2021 07:49,GIF,animals,neutral,20,5,,,,
24666,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,intrigued,22-09-2020 12:38,GIF,animals,positive,45,9,,,,
24668,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,hate,20-11-2020 11:30,GIF,animals,negative,5,11,,,,
24669,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,worried,17-03-2021 08:34,GIF,animals,negative,12,3,,,,
24670,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,love,17-10-2020 09:34,GIF,animals,positive,65,10,,,,
24671,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,interested,25-04-2021 01:50,GIF,animals,positive,30,4,,,,
24672,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,heart,26-04-2021 21:04,GIF,animals,positive,60,4,,,,
24673,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,peeking,17-01-2021 20:29,GIF,animals,neutral,35,1,,,,
24674,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,heart,07-06-2021 06:36,GIF,animals,positive,60,6,,,,
24675,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,love,01-10-2020 11:33,GIF,animals,positive,65,10,,,,
24676,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,hate,24-02-2021 07:50,GIF,animals,negative,5,2,,,,
24678,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,worried,12-09-2020 23:37,GIF,animals,negative,12,9,,,,
24679,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,worried,30-11-2020 19:17,GIF,animals,negative,12,11,,,,
24680,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,dislike,20-07-2020 23:37,GIF,animals,negative,10,7,,,,
24681,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,worried,19-12-2020 16:29,GIF,animals,negative,12,12,,,,
24682,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,interested,23-07-2020 09:51,GIF,animals,positive,30,7,,,,
24683,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,interested,20-04-2021 02:18,GIF,animals,positive,30,4,,,,
24684,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,hate,06-04-2021 21:55,GIF,animals,negative,5,4,,,,
24685,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,hate,30-08-2020 10:01,GIF,animals,negative,5,8,,,,
24686,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,heart,17-02-2021 18:11,GIF,animals,positive,60,2,,,,
24688,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,super love,26-06-2020 08:45,GIF,animals,positive,75,6,,,,
24689,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,worried,11-02-2021 23:05,GIF,animals,negative,12,2,,,,
24690,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,interested,24-09-2020 22:46,GIF,animals,positive,30,9,,,,
24691,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,interested,23-08-2020 23:27,GIF,animals,positive,30,8,,,,
24692,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,peeking,05-01-2021 17:44,GIF,animals,neutral,35,1,,,,
24693,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,peeking,26-04-2021 20:30,GIF,animals,neutral,35,4,,,,
24694,b9b0dcaa-7b39-4b15-9f75-165ae7aac6b8,love,29-05-2021 00:40,GIF,animals,positive,65,5,,,,
24696,e7baa303-bc5c-4990-b813-e16fc42342d3,cherish,26-03-2021 05:22,audio,science,positive,70,3,,,,
24697,e7baa303-bc5c-4990-b813-e16fc42342d3,hate,23-03-2021 10:28,audio,science,negative,5,3,,,,
24698,e7baa303-bc5c-4990-b813-e16fc42342d3,scared,10-07-2020 10:11,audio,science,negative,15,7,,,,
24699,e7baa303-bc5c-4990-b813-e16fc42342d3,heart,09-01-2021 23:13,audio,science,positive,60,1,,,,
24700,e7baa303-bc5c-4990-b813-e16fc42342d3,love,06-10-2020 11:30,audio,science,positive,65,10,,,,
24701,e7baa303-bc5c-4990-b813-e16fc42342d3,indifferent,02-06-2021 07:22,audio,science,neutral,20,6,,,,
24702,e7baa303-bc5c-4990-b813-e16fc42342d3,disgust,27-12-2020 03:52,audio,science,negative,0,12,,,,
24703,e7baa303-bc5c-4990-b813-e16fc42342d3,want,19-11-2020 17:08,audio,science,positive,70,11,,,,
24705,73a7ec8f-08e7-41c6-a995-51537ff8772a,cherish,18-01-2021 02:57,video,technology,positive,70,1,,,,
24706,73a7ec8f-08e7-41c6-a995-51537ff8772a,like,20-12-2020 17:51,video,technology,positive,50,12,,,,
24707,73a7ec8f-08e7-41c6-a995-51537ff8772a,hate,03-10-2020 10:22,video,technology,negative,5,10,,,,
24708,73a7ec8f-08e7-41c6-a995-51537ff8772a,want,02-09-2020 03:12,video,technology,positive,70,9,,,,
24709,73a7ec8f-08e7-41c6-a995-51537ff8772a,worried,14-12-2020 19:21,video,technology,negative,12,12,,,,
24710,73a7ec8f-08e7-41c6-a995-51537ff8772a,hate,31-10-2020 19:38,video,technology,negative,5,10,,,,
24711,73a7ec8f-08e7-41c6-a995-51537ff8772a,love,11-02-2021 00:57,video,technology,positive,65,2,,,,
24712,73a7ec8f-08e7-41c6-a995-51537ff8772a,peeking,03-01-2021 11:43,video,technology,neutral,35,1,,,,
24713,73a7ec8f-08e7-41c6-a995-51537ff8772a,adore,16-09-2020 18:51,video,technology,positive,72,9,,,,
24715,73a7ec8f-08e7-41c6-a995-51537ff8772a,heart,01-07-2020 03:47,video,technology,positive,60,7,,,,
24716,73a7ec8f-08e7-41c6-a995-51537ff8772a,interested,04-02-2021 13:55,video,technology,positive,30,2,,,,
24717,73a7ec8f-08e7-41c6-a995-51537ff8772a,cherish,02-05-2021 06:15,video,technology,positive,70,5,,,,
24718,73a7ec8f-08e7-41c6-a995-51537ff8772a,intrigued,17-08-2020 02:09,video,technology,positive,45,8,,,,
24719,73a7ec8f-08e7-41c6-a995-51537ff8772a,love,27-12-2020 06:30,video,technology,positive,65,12,,,,
24720,73a7ec8f-08e7-41c6-a995-51537ff8772a,peeking,12-01-2021 19:22,video,technology,neutral,35,1,,,,
24721,73a7ec8f-08e7-41c6-a995-51537ff8772a,super love,20-07-2020 15:44,video,technology,positive,75,7,,,,
24722,73a7ec8f-08e7-41c6-a995-51537ff8772a,want,10-02-2021 11:38,video,technology,positive,70,2,,,,
24723,73a7ec8f-08e7-41c6-a995-51537ff8772a,super love,25-10-2020 11:49,video,technology,positive,75,10,,,,
24725,73a7ec8f-08e7-41c6-a995-51537ff8772a,adore,12-02-2021 19:53,video,technology,positive,72,2,,,,
24726,73a7ec8f-08e7-41c6-a995-51537ff8772a,hate,10-09-2020 21:20,video,technology,negative,5,9,,,,
24727,73a7ec8f-08e7-41c6-a995-51537ff8772a,worried,01-03-2021 19:32,video,technology,negative,12,3,,,,
24729,f3e9785c-d4e0-4258-a876-4d58ddb38790,heart,07-08-2020 23:16,GIF,studying,positive,60,8,,,,
24730,f3e9785c-d4e0-4258-a876-4d58ddb38790,heart,09-11-2020 19:53,GIF,studying,positive,60,11,,,,
24731,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,16-02-2021 13:26,GIF,studying,negative,10,2,,,,
24732,f3e9785c-d4e0-4258-a876-4d58ddb38790,hate,22-10-2020 16:17,GIF,studying,negative,5,10,,,,
24733,f3e9785c-d4e0-4258-a876-4d58ddb38790,adore,23-03-2021 08:11,GIF,studying,positive,72,3,,,,
24734,f3e9785c-d4e0-4258-a876-4d58ddb38790,adore,05-04-2021 03:41,GIF,studying,positive,72,4,,,,
24735,f3e9785c-d4e0-4258-a876-4d58ddb38790,cherish,04-09-2020 09:21,GIF,studying,positive,70,9,,,,
24736,f3e9785c-d4e0-4258-a876-4d58ddb38790,adore,05-12-2020 15:22,GIF,studying,positive,72,12,,,,
24737,f3e9785c-d4e0-4258-a876-4d58ddb38790,super love,14-11-2020 11:38,GIF,studying,positive,75,11,,,,
24739,f3e9785c-d4e0-4258-a876-4d58ddb38790,disgust,11-09-2020 20:53,GIF,studying,negative,0,9,,,,
24740,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,09-02-2021 15:59,GIF,studying,negative,10,2,,,,
24741,f3e9785c-d4e0-4258-a876-4d58ddb38790,interested,10-11-2020 21:57,GIF,studying,positive,30,11,,,,
24742,f3e9785c-d4e0-4258-a876-4d58ddb38790,heart,05-02-2021 21:50,GIF,studying,positive,60,2,,,,
24743,f3e9785c-d4e0-4258-a876-4d58ddb38790,like,11-10-2020 14:23,GIF,studying,positive,50,10,,,,
24744,f3e9785c-d4e0-4258-a876-4d58ddb38790,peeking,17-07-2020 00:38,GIF,studying,neutral,35,7,,,,
24745,f3e9785c-d4e0-4258-a876-4d58ddb38790,heart,24-02-2021 16:30,GIF,studying,positive,60,2,,,,
24746,f3e9785c-d4e0-4258-a876-4d58ddb38790,super love,05-08-2020 05:50,GIF,studying,positive,75,8,,,,
24747,f3e9785c-d4e0-4258-a876-4d58ddb38790,heart,13-11-2020 13:43,GIF,studying,positive,60,11,,,,
24749,f3e9785c-d4e0-4258-a876-4d58ddb38790,intrigued,23-03-2021 08:01,GIF,studying,positive,45,3,,,,
24750,f3e9785c-d4e0-4258-a876-4d58ddb38790,hate,06-06-2021 00:18,GIF,studying,negative,5,6,,,,
24751,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,29-08-2020 22:57,GIF,studying,negative,10,8,,,,
24752,f3e9785c-d4e0-4258-a876-4d58ddb38790,heart,22-09-2020 03:25,GIF,studying,positive,60,9,,,,
24753,f3e9785c-d4e0-4258-a876-4d58ddb38790,worried,13-01-2021 06:41,GIF,studying,negative,12,1,,,,
24754,f3e9785c-d4e0-4258-a876-4d58ddb38790,intrigued,02-05-2021 08:52,GIF,studying,positive,45,5,,,,
24755,f3e9785c-d4e0-4258-a876-4d58ddb38790,super love,17-04-2021 07:00,GIF,studying,positive,75,4,,,,
24756,f3e9785c-d4e0-4258-a876-4d58ddb38790,interested,05-06-2021 08:12,GIF,studying,positive,30,6,,,,
24757,f3e9785c-d4e0-4258-a876-4d58ddb38790,disgust,02-03-2021 10:54,GIF,studying,negative,0,3,,,,
24759,f3e9785c-d4e0-4258-a876-4d58ddb38790,love,21-05-2021 08:31,GIF,studying,positive,65,5,,,,
24760,f3e9785c-d4e0-4258-a876-4d58ddb38790,scared,25-01-2021 13:26,GIF,studying,negative,15,1,,,,
24761,f3e9785c-d4e0-4258-a876-4d58ddb38790,want,16-01-2021 14:02,GIF,studying,positive,70,1,,,,
24762,f3e9785c-d4e0-4258-a876-4d58ddb38790,worried,13-04-2021 10:19,GIF,studying,negative,12,4,,,,
24763,f3e9785c-d4e0-4258-a876-4d58ddb38790,interested,10-07-2020 23:26,GIF,studying,positive,30,7,,,,
24764,f3e9785c-d4e0-4258-a876-4d58ddb38790,like,18-03-2021 20:01,GIF,studying,positive,50,3,,,,
24765,f3e9785c-d4e0-4258-a876-4d58ddb38790,disgust,17-03-2021 00:37,GIF,studying,negative,0,3,,,,
24766,f3e9785c-d4e0-4258-a876-4d58ddb38790,want,29-09-2020 01:04,GIF,studying,positive,70,9,,,,
24767,f3e9785c-d4e0-4258-a876-4d58ddb38790,like,05-05-2021 22:45,GIF,studying,positive,50,5,,,,
24769,f3e9785c-d4e0-4258-a876-4d58ddb38790,intrigued,02-09-2020 10:29,GIF,studying,positive,45,9,,,,
24770,f3e9785c-d4e0-4258-a876-4d58ddb38790,peeking,25-02-2021 18:06,GIF,studying,neutral,35,2,,,,
24771,f3e9785c-d4e0-4258-a876-4d58ddb38790,peeking,27-10-2020 02:49,GIF,studying,neutral,35,10,,,,
24772,f3e9785c-d4e0-4258-a876-4d58ddb38790,like,28-03-2021 05:41,GIF,studying,positive,50,3,,,,
24773,f3e9785c-d4e0-4258-a876-4d58ddb38790,adore,12-11-2020 10:07,GIF,studying,positive,72,11,,,,
24774,f3e9785c-d4e0-4258-a876-4d58ddb38790,dislike,25-02-2021 01:31,GIF,studying,negative,10,2,,,,
24775,f3e9785c-d4e0-4258-a876-4d58ddb38790,disgust,02-02-2021 22:33,GIF,studying,negative,0,2,,,,
24776,f3e9785c-d4e0-4258-a876-4d58ddb38790,worried,20-09-2020 22:37,GIF,studying,negative,12,9,,,,
24778,bea01dba-56f4-4d26-82a1-9b13fb382d89,intrigued,09-08-2020 16:59,photo,dogs,positive,45,8,,,,
24779,bea01dba-56f4-4d26-82a1-9b13fb382d89,peeking,15-01-2021 18:30,photo,dogs,neutral,35,1,,,,
24780,bea01dba-56f4-4d26-82a1-9b13fb382d89,dislike,10-09-2020 07:17,photo,dogs,negative,10,9,,,,
24781,bea01dba-56f4-4d26-82a1-9b13fb382d89,scared,03-01-2021 05:32,photo,dogs,negative,15,1,,,,
24782,bea01dba-56f4-4d26-82a1-9b13fb382d89,intrigued,29-05-2021 04:09,photo,dogs,positive,45,5,,,,
24783,bea01dba-56f4-4d26-82a1-9b13fb382d89,cherish,10-05-2021 05:54,photo,dogs,positive,70,5,,,,
24784,bea01dba-56f4-4d26-82a1-9b13fb382d89,hate,07-09-2020 05:35,photo,dogs,negative,5,9,,,,
24785,bea01dba-56f4-4d26-82a1-9b13fb382d89,super love,19-12-2020 04:47,photo,dogs,positive,75,12,,,,
24786,bea01dba-56f4-4d26-82a1-9b13fb382d89,super love,19-08-2020 09:38,photo,dogs,positive,75,8,,,,
24788,bea01dba-56f4-4d26-82a1-9b13fb382d89,indifferent,01-07-2020 23:27,photo,dogs,neutral,20,7,,,,
24789,bea01dba-56f4-4d26-82a1-9b13fb382d89,scared,09-01-2021 00:52,photo,dogs,negative,15,1,,,,
24790,bea01dba-56f4-4d26-82a1-9b13fb382d89,peeking,29-05-2021 23:17,photo,dogs,neutral,35,5,,,,
24791,bea01dba-56f4-4d26-82a1-9b13fb382d89,want,06-06-2021 18:32,photo,dogs,positive,70,6,,,,
24792,bea01dba-56f4-4d26-82a1-9b13fb382d89,want,23-07-2020 11:29,photo,dogs,positive,70,7,,,,
24793,bea01dba-56f4-4d26-82a1-9b13fb382d89,peeking,07-02-2021 12:51,photo,dogs,neutral,35,2,,,,
24794,bea01dba-56f4-4d26-82a1-9b13fb382d89,adore,14-02-2021 17:27,photo,dogs,positive,72,2,,,,
24795,bea01dba-56f4-4d26-82a1-9b13fb382d89,super love,01-12-2020 08:41,photo,dogs,positive,75,12,,,,
24796,bea01dba-56f4-4d26-82a1-9b13fb382d89,super love,13-03-2021 12:05,photo,dogs,positive,75,3,,,,
24798,bea01dba-56f4-4d26-82a1-9b13fb382d89,disgust,09-01-2021 16:04,photo,dogs,negative,0,1,,,,
24801,02c9f76b-f9cc-48c5-aedf-73f37c637a71,like,28-10-2020 09:40,photo,veganism,positive,50,10,,,,
24802,02c9f76b-f9cc-48c5-aedf-73f37c637a71,cherish,17-04-2021 02:35,photo,veganism,positive,70,4,,,,
24803,02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,17-05-2021 03:04,photo,veganism,positive,75,5,,,,
24804,02c9f76b-f9cc-48c5-aedf-73f37c637a71,super love,12-09-2020 00:16,photo,veganism,positive,75,9,,,,
24805,02c9f76b-f9cc-48c5-aedf-73f37c637a71,want,21-01-2021 19:03,photo,veganism,positive,70,1,,,,
24806,02c9f76b-f9cc-48c5-aedf-73f37c637a71,hate,15-05-2021 00:40,photo,veganism,negative,5,5,,,,
24807,02c9f76b-f9cc-48c5-aedf-73f37c637a71,like,22-04-2021 22:40,photo,veganism,positive,50,4,,,,
24808,02c9f76b-f9cc-48c5-aedf-73f37c637a71,love,17-11-2020 06:04,photo,veganism,positive,65,11,,,,
24809,02c9f76b-f9cc-48c5-aedf-73f37c637a71,disgust,07-09-2020 07:21,photo,veganism,negative,0,9,,,,
24811,02c9f76b-f9cc-48c5-aedf-73f37c637a71,intrigued,20-06-2020 06:12,photo,veganism,positive,45,6,,,,
24813,8fe92544-5c15-4f77-bc40-c6e4b7d13674,super love,12-11-2020 07:31,GIF,animals,positive,75,11,,,,
24814,8fe92544-5c15-4f77-bc40-c6e4b7d13674,worried,28-07-2020 02:35,GIF,animals,negative,12,7,,,,
24815,8fe92544-5c15-4f77-bc40-c6e4b7d13674,super love,14-10-2020 01:55,GIF,animals,positive,75,10,,,,
24816,8fe92544-5c15-4f77-bc40-c6e4b7d13674,interested,07-06-2021 20:32,GIF,animals,positive,30,6,,,,
24817,8fe92544-5c15-4f77-bc40-c6e4b7d13674,disgust,24-11-2020 03:53,GIF,animals,negative,0,11,,,,
24818,8fe92544-5c15-4f77-bc40-c6e4b7d13674,interested,23-09-2020 00:33,GIF,animals,positive,30,9,,,,
24819,8fe92544-5c15-4f77-bc40-c6e4b7d13674,worried,31-10-2020 16:30,GIF,animals,negative,12,10,,,,
24820,8fe92544-5c15-4f77-bc40-c6e4b7d13674,want,29-12-2020 07:20,GIF,animals,positive,70,12,,,,
24821,8fe92544-5c15-4f77-bc40-c6e4b7d13674,hate,04-12-2020 17:53,GIF,animals,negative,5,12,,,,
24823,8fe92544-5c15-4f77-bc40-c6e4b7d13674,interested,25-08-2020 03:39,GIF,animals,positive,30,8,,,,
24824,8fe92544-5c15-4f77-bc40-c6e4b7d13674,scared,03-02-2021 00:33,GIF,animals,negative,15,2,,,,
24825,8fe92544-5c15-4f77-bc40-c6e4b7d13674,dislike,07-01-2021 00:28,GIF,animals,negative,10,1,,,,
24826,8fe92544-5c15-4f77-bc40-c6e4b7d13674,hate,12-10-2020 03:32,GIF,animals,negative,5,10,,,,
24827,8fe92544-5c15-4f77-bc40-c6e4b7d13674,super love,02-08-2020 06:12,GIF,animals,positive,75,8,,,,
24828,8fe92544-5c15-4f77-bc40-c6e4b7d13674,intrigued,12-06-2021 23:53,GIF,animals,positive,45,6,,,,
24829,8fe92544-5c15-4f77-bc40-c6e4b7d13674,worried,11-05-2021 00:18,GIF,animals,negative,12,5,,,,
24831,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,worried,12-03-2021 01:34,GIF,cooking,negative,12,3,,,,
24832,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,heart,23-09-2020 05:03,GIF,cooking,positive,60,9,,,,
24833,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,intrigued,31-12-2020 01:56,GIF,cooking,positive,45,12,,,,
24834,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,03-06-2021 10:03,GIF,cooking,negative,10,6,,,,
24835,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,hate,24-09-2020 00:07,GIF,cooking,negative,5,9,,,,
24836,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,disgust,28-05-2021 17:11,GIF,cooking,negative,0,5,,,,
24837,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,heart,29-11-2020 17:32,GIF,cooking,positive,60,11,,,,
24838,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,06-12-2020 05:11,GIF,cooking,negative,10,12,,,,
24839,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,scared,21-02-2021 23:26,GIF,cooking,negative,15,2,,,,
24841,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,like,13-09-2020 00:33,GIF,cooking,positive,50,9,,,,
24842,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,cherish,10-08-2020 00:41,GIF,cooking,positive,70,8,,,,
24843,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,indifferent,03-11-2020 13:34,GIF,cooking,neutral,20,11,,,,
24844,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,worried,06-08-2020 17:28,GIF,cooking,negative,12,8,,,,
24845,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,heart,24-04-2021 18:34,GIF,cooking,positive,60,4,,,,
24846,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,want,25-05-2021 07:50,GIF,cooking,positive,70,5,,,,
24847,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,dislike,26-04-2021 18:24,GIF,cooking,negative,10,4,,,,
24848,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,disgust,07-07-2020 13:26,GIF,cooking,negative,0,7,,,,
24849,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,heart,01-01-2021 21:25,GIF,cooking,positive,60,1,,,,
24851,c61b7ef6-d7ab-41fc-aebc-dc16f256957f,adore,17-08-2020 12:25,GIF,cooking,positive,72,8,,,,
